ParticipantID,Age,HomeSize,MonthlyElectricityConsumption,MonthlyWaterConsumption,Rating,Location_Suburban,Location_Urban,DietType_Mostly Animal-Based,DietType_Mostly Plant-Based,TransportationMode_Car,TransportationMode_Public Transit,TransportationMode_Walk,EnergySource_Non-Renewable,EnergySource_Renewable,HomeType_House,HomeType_Other,Gender_Male,Gender_Non-Binary,Gender_Prefer not to say,LocalFoodFrequency_Often,LocalFoodFrequency_Rarely,LocalFoodFrequency_Sometimes,ClothingFrequency_Often,ClothingFrequency_Rarely,ClothingFrequency_Sometimes,SustainableBrands_True,EnvironmentalAwareness_2,EnvironmentalAwareness_3,EnvironmentalAwareness_4,EnvironmentalAwareness_5,CommunityInvolvement_Low,CommunityInvolvement_Moderate,UsingPlasticProducts_Often,UsingPlasticProducts_Rarely,UsingPlasticProducts_Sometimes,DisposalMethods_Composting,DisposalMethods_Landfill,DisposalMethods_Recycling,PhysicalActivities_Low,PhysicalActivities_Moderate
117,1.0038959125464078,0.5092098075163297,0.31601529590028776,0.53987974244565,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
118,-0.8094154736632387,-1.2702865107713897,1.0222212377132855,1.2346752019813678,1,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
119,0.3322991028391312,-0.11621986083583939,-1.3041042176707074,-1.0131924612224252,5,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
120,-0.5407767497803281,-0.8458878072467033,-0.09939996398971096,0.1311765309540512,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True
121,1.1382152744878629,1.1495306584483125,1.5207195495812842,1.7251190557712863,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
122,-1.0780541975461493,-1.3075144672209233,-1.5948948995937064,-1.381025351564864,5,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
123,0.06366037895622065,0.25605970365949937,-0.5978982758577095,-0.19578603823922777,4,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
124,0.93673623157568,0.6730128158942787,0.5237229258452871,0.7033610270422894,3,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
125,-0.8765751546339663,-0.5480641556504323,0.8560551337572861,1.0711939173847282,1,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
126,-0.13781866395596226,-0.23534932147434778,-0.8471474317917087,-0.6044892497308265,5,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
127,-1.1452138785168768,-0.7863230769274492,0.06676613996628854,0.2946578155506907,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True
128,1.0038959125464078,0.5836657204153974,0.35755682188928767,0.5807500635948099,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
129,-0.8094154736632387,-1.2479497369016692,1.0222212377132855,1.3164158442796876,1,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True
130,0.26513942186840356,0.10714787786136386,-0.6394398018467093,-0.23665635938838767,5,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
131,-0.6079364307510557,-0.8086598507971695,-0.016316912011711215,0.21291717325237097,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
132,1.0710555935171353,1.1569762497382192,1.4791780235922842,1.6842487346221264,1,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
133,-1.2123735594876046,-1.3298512410906438,-1.5948948995937064,-1.381025351564864,5,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
134,-0.07065898298523463,0.22627733849987228,-0.5148152238797097,-0.1549157170900679,4,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
135,0.8024168696342248,0.7176863636337194,0.565264451834287,0.7851016693406092,4,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
136,-0.8765751546339663,-0.5704009295201526,0.7314305557902865,0.9485829539372487,1,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True
137,0.26513942186840356,-0.2055669563147207,-1.2625626916817074,-1.0131924612224252,5,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
138,-0.6079364307510557,-0.823551033376983,0.025224613977288656,0.25378749440153087,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True
139,1.0710555935171353,-1.1064835023934405,1.229928867658285,1.4798971288763272,1,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
140,-1.1452138785168768,-0.3172508256633223,-1.5118118476157067,-1.2584143881173846,5,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
141,-0.0034993020145069886,-0.6523024337091272,-0.47327369789070983,-0.07317507479174816,4,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
142,1.0038959125464078,0.5538833552557704,0.35755682188928767,0.6624907058931296,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
143,-0.8094154736632387,-1.255395328191576,0.9806797117242858,1.193804880832208,1,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
144,0.3322991028391312,-0.07154631309639874,-1.1379381137147078,-0.8905814977749457,5,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
145,-0.5407767497803281,-0.7937686682173559,-0.016316912011711215,0.21291717325237097,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True
146,1.1382152744878629,1.1793130236079394,1.4791780235922842,1.6842487346221264,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
147,-1.0780541975461493,-1.3149600585108303,-1.6364364255827062,-1.4627659938631838,5,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
148,0.06366037895622065,0.2486141123695926,-0.5563567498687095,-0.1549157170900679,4,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
149,0.93673623157568,0.7102407723438127,0.565264451834287,0.7851016693406092,3,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
150,-0.8765751546339663,-0.5555097469403392,0.7729720817792863,0.9894532750864086,1,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
151,-0.27213802589741753,-0.22045813889453425,-0.8886889577807086,-0.6453595708799864,5,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
152,-1.2123735594876046,-0.7937686682173559,0.1083076659552884,0.3355281366998506,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True
153,1.0038959125464078,0.568774537835584,0.3990983478782875,0.6216203847439697,4,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
154,-0.7422557926925111,-1.225612963031949,1.1053042896912855,1.3981564865780074,1,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True
155,0.19797974089767595,0.07736551270173676,-0.722522853824709,-0.23665635938838767,5,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
156,-0.6750961117217834,-0.823551033376983,-0.016316912011711215,0.25378749440153087,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True
157,1.0038959125464078,1.1718674323180327,1.3960949716142845,1.6025080923238066,1,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
158,-1.2123735594876046,-1.3149600585108303,-1.5533533736047065,-1.3401550304157044,5,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
159,-0.07065898298523463,0.20394056463015195,-0.47327369789070983,-0.11404539594090804,4,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
160,0.8024168696342248,0.6879039984740923,0.565264451834287,0.7442313481914493,3,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
161,-0.8765751546339663,-0.5629553382302459,0.7729720817792863,0.9894532750864086,1,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
162,0.26513942186840356,-0.18323018244500036,-1.2625626916817074,-0.9723221400732655,5,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
163,-0.6079364307510557,-0.8086598507971695,0.025224613977288656,0.25378749440153087,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True
164,1.0710555935171353,-1.1139290936833472,1.229928867658285,1.4798971288763272,1,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
165,-1.1452138785168768,-0.30235964308350877,-1.5118118476157067,-1.2175440669682247,5,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
166,-0.0034993020145069886,-0.6448568424192205,-0.4317321719017099,-0.07317507479174816,4,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
167,1.0038959125464078,0.5613289465456771,0.31601529590028776,0.5807500635948099,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
168,-0.8094154736632387,-1.2628409194814827,1.0222212377132855,1.193804880832208,1,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
169,0.3322991028391312,-0.0864374956762123,-1.1794796397037077,-0.9314518189241056,5,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
170,-0.5407767497803281,-0.8012142595072627,-0.05785843800071109,0.17204685210321108,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True
171,1.1382152744878629,1.164421841028126,1.4791780235922842,1.6842487346221264,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
172,-1.0780541975461493,-1.3075144672209233,-1.6364364255827062,-1.5036363150123437,5,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
173,0.06366037895622065,0.26350529494940617,-0.5978982758577095,-0.19578603823922777,4,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
174,0.93673623157568,0.665567224604372,0.4821813998562873,0.7033610270422894,4,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
175,-0.8765751546339663,-0.5406185643605256,0.8145136077682863,1.0303235962355686,1,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True
176,-0.20497834492668993,-0.7416495291880085,-0.8056059058027089,-0.5636189285816666,5,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
177,-1.2123735594876046,0.03269196496229611,0.1083076659552884,0.3355281366998506,3,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True
178,1.0038959125464078,0.5911113117053043,0.44063987386728737,0.6624907058931296,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
179,-0.8094154736632387,-1.2405041456117625,1.0637627637022855,1.3572861654288475,1,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
180,0.26513942186840356,0.09970228657145709,-0.6809813278357092,-0.27752668053754753,5,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
181,-0.6079364307510557,-0.8161054420870762,0.025224613977288656,0.25378749440153087,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True
182,1.0710555935171353,1.1867586148978462,1.4376364976032843,1.6433784134729665,1,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
183,-1.2123735594876046,-1.322405649800737,-1.5948948995937064,-1.421895672714024,5,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
184,-0.07065898298523463,0.21883174720996548,-0.5148152238797097,-0.19578603823922777,4,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
185,0.8024168696342248,0.7102407723438127,0.5237229258452871,0.7442313481914493,4,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
186,-0.8765751546339663,-0.5555097469403392,0.7729720817792863,0.9894532750864086,1,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True
187,0.26513942186840356,-0.18323018244500036,-1.2210211656927075,-0.9723221400732655,5,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
188,-0.6079364307510557,-0.8086598507971695,-0.016316912011711215,0.21291717325237097,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True
189,1.0710555935171353,-1.1288202762631607,1.2714703936472849,1.4798971288763272,1,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
190,-1.1452138785168768,-0.30980523437341556,-1.5118118476157067,-1.2584143881173846,5,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
191,-0.0034993020145069886,-0.6448568424192205,-0.3901906459127101,-0.03230475364258829,4,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
192,1.0038959125464078,0.5613289465456771,0.35755682188928767,0.6624907058931296,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
193,-0.8094154736632387,-1.255395328191576,0.9806797117242858,1.2346752019813678,1,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
194,0.3322991028391312,-0.07899190438630552,-1.1379381137147078,-0.8905814977749457,5,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
195,-0.5407767497803281,-0.8012142595072627,-0.05785843800071109,0.17204685210321108,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True
196,1.1382152744878629,1.1718674323180327,1.5207195495812842,1.7251190557712863,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
197,-1.0780541975461493,-1.3075144672209233,-1.5948948995937064,-1.381025351564864,5,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
198,0.06366037895622065,0.25605970365949937,-0.5978982758577095,-0.19578603823922777,4,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
199,0.93673623157568,0.6730128158942787,0.4821813998562873,0.7033610270422894,3,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
200,-0.8765751546339663,-0.5480641556504323,0.8560551337572861,1.0711939173847282,1,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
201,-0.6079364307510557,-1.0692555459439066,-1.5948948995937064,-1.3401550304157044,5,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
202,-1.0780541975461493,-0.02687276535695809,-0.3486491199237102,-0.11404539594090804,4,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
203,1.4068539983707735,1.4622454926243968,0.897596659746286,1.1120642385338881,1,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
204,-0.13781866395596226,-0.8458878072467033,-1.1794796397037077,-0.9314518189241056,5,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False
205,-0.8765751546339663,0.4198627120374484,0.06676613996628854,0.2946578155506907,3,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True
206,0.93673623157568,1.0155100152299905,1.3130119196362848,1.520767450025487,1,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
207,-1.2795332404583322,-1.3670791975401777,-1.7610610035497059,-1.5853769573106635,5,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
208,-0.3392977068681452,0.12203906044117742,-0.7640643798137089,-0.27752668053754753,4,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
209,0.5337781457513141,0.7176863636337194,0.4821813998562873,0.7033610270422894,3,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
210,-1.0108945165754217,-0.6225200685495001,0.7314305557902865,0.866842311638929,1,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
211,0.26513942186840356,-0.1757845911550936,-1.4287287956377068,-1.094933103520745,5,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
212,-0.5407767497803281,-0.9203437201457711,-0.09939996398971096,0.049435888655731466,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True
213,1.1382152744878629,-1.1437114588429744,1.0637627637022855,1.3572861654288475,1,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
214,-1.1452138785168768,-0.3246964169532291,-1.096396587725708,-0.767970534327466,5,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False
215,-0.0034993020145069886,-0.6969759814485679,-0.5978982758577095,-0.11404539594090804,4,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True
216,1.0038959125464078,0.568774537835584,0.23293224392228803,0.53987974244565,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
217,-0.8094154736632387,-1.2926232846411099,0.897596659746286,1.193804880832208,1,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
218,0.3994587838098589,0.04758314754210966,-1.3456457436597071,-1.0131924612224252,5,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
219,-1.34669292142906,-0.9947996330448389,-0.26556606794571047,-0.03230475364258829,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True
220,1.2725346364293182,1.3133336668262614,1.562261075570284,1.6842487346221264,1,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
221,0.8695765506049523,1.8226121110558848,-1.3373374384619072,-2.0995255973670948,2,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
222,-1.1452138785168768,-0.24279491276425458,-0.18248301596771072,-0.337197349415321,5,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
223,1.6083330412829564,1.0750747455492446,-1.1545547241103078,0.2660485907462788,2,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
224,1.1382152744878629,-0.09686132348208178,-1.8358357503299056,0.22436086317413573,5,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
225,-0.47361706880960047,-1.6053381188171945,-0.8637640421873086,1.0008969650081734,4,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True
226,0.26513942186840356,1.5620164159091476,1.0803793740978855,0.9240607612477528,1,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
227,0.3322991028391312,1.3163119033422241,1.0139129325154856,0.38293770923287607,3,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
228,-1.6153316453119704,0.8591525981419481,-1.403803880044307,-1.6679350060319664,5,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False
229,-0.27213802589741753,-1.1988088343882846,1.4708697183944843,-1.6916397922984792,4,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
230,1.474013679341501,-0.4244673402379799,-1.7610610035497059,-0.2579089263859508,4,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True
231,0.4666184647805865,0.7102407723438127,0.9723714065264858,1.2248663249055696,2,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
232,1.1382152744878629,2.078740451428678,-0.5978982758577095,1.0981683293431739,1,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
233,0.4666184647805865,-1.34772066018642,0.49048970505408723,0.6191681654750201,5,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False
234,1.0710555935171353,-1.4906760129526302,-0.39849895111051004,-0.5595318964667507,2,False,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
235,-1.6824913262826982,-0.9248110749197151,0.2163156335266881,0.7671187280349788,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
236,0.8024168696342248,-0.5793356390680409,1.1551541208780853,0.35187626515951453,4,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False
